,Medicine_Name,Discounted_Prices,Real_Price,Manufacturer Name,Medicine_Link,Quantity,salts
1554,Flur Ophthalmic Solution 10ml,  ₹213.56,₹ 213.56 ,Allergan India Pvt Ltd,https://www.netmeds.com/prescriptions/flur-ophthalmic-solution-10ml,N/A,N/A
1555,FLURBIPEN Eye Drops 5ml,₹52.50,₹75.00,PREVEGO HEALTHCARE & RESEARCH PRIVATE LIMITED (Generics),https://www.netmeds.com/prescriptions/flurbipen-eye-drops-5ml,N/A,N/A
1556,FLURESIN 20% Injection 3ml,  ₹368.35,N/A,Samarth Life Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/fluresin-20-injection-3ml,N/A,Fluorescein 200 mg
1557,Flurisone 0.1% Eye Drops 5ml,  ₹130.00,₹ 130.00 ,Micro Labs Ltd,https://www.netmeds.com/prescriptions/flurisone-0-1-eye-drops-5ml,N/A,N/A
1558,Flurisone T Eye Drops 5ml,  ₹130.00,₹ 130.00 ,Micro Labs Ltd,https://www.netmeds.com/prescriptions/flurisone-t-eye-drops-5ml,N/A,N/A
1559,FLURODROPS Eye Drops 5ml,  ₹125.00,N/A,Austrak Pvt Ltd,https://www.netmeds.com/prescriptions/flurodrops-eye-drops-5ml,N/A,N/A
1560,FLUSOLONE Eye Drops 5ml,  ₹90.00,₹ 90.00 ,RHINE BIOGENICS PVT LTD,https://www.netmeds.com/prescriptions/flusolone-eye-drops-5ml,N/A,N/A
1561,FLUZAR Eye Drops 5ml,  ₹125.00,N/A,Austrak Pvt Ltd,https://www.netmeds.com/prescriptions/fluzar-eye-drops-5ml,N/A,N/A
1562,FML NEO LIQUIFILM Ophthalmic Suspension 5ml,  ₹145.89,N/A,Allergan India Pvt Ltd,https://www.netmeds.com/prescriptions/fml-neo-liquifilm-ophthalmic-suspension-5ml,N/A,Allergan India Pvt Ltd
1563,FML T Ophthalmic Suspension 5ml,  ₹218.56,₹ 218.56 ,Allergan India Pvt Ltd,https://www.netmeds.com/prescriptions/fml-t-ophthalmic-suspension-5ml,N/A,Allergan India Pvt Ltd
1564,FROMELON Eye Drops 5ml,  ₹72.00,N/A,Raymed Pharmaceuticals Limited,https://www.netmeds.com/prescriptions/fromelon-eye-drops-5ml,N/A,N/A
1565,FLOSIGHT T Eye Drops 5ml,  ₹130.00,N/A,Insight Eye Care Pvt Ltd,https://www.netmeds.com/prescriptions/flosight-t-eye-drops-5ml,N/A,N/A
1566,FLUBIFLUR 0.03% Ophthalmic Solution 10ml,  ₹74.50,₹ 74.50 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/flubiflur-eye-drops-10ml,N/A,Flurbiprofen 0.03 %
1567,FLUROMIST Eye Drops 5ml,  ₹105.00,N/A,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fluromist-eye-drops-5ml,N/A,N/A
1568,FML FORTE Ophthalmic Suspension 5ml,  ₹63.00,N/A,Allergan India Pvt Ltd,https://www.netmeds.com/prescriptions/fml-forte-eye-drops-5ml,N/A,N/A
1569,FEBIMOL 650 Tablet 10's,  ₹19.94,Rs. 19.94,MEDIMARK BIOTECH,https://www.netmeds.com/prescriptions/febimol-650-tablet-10s,*10 Tablet(s) in a Strip,N/A
1570,Febrex 250mg Suspension 60ml,  ₹40.32,₹ 40.32 ,Indoco Remedies Ltd,https://www.netmeds.com/prescriptions/febrex-250mg-suspension-60ml,N/A,N/A
1571,Febrex 500mg Tablet 15'S,  ₹13.44,Rs. 11.09,Indoco Remedies Ltd,https://www.netmeds.com/prescriptions/febrex-500mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1572,Febrex 650mg Tablet 10'S,  ₹22.40,Rs. 19.94,Indoco Remedies Ltd,https://www.netmeds.com/prescriptions/febrex-650mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1573,Febrex 125mg Suspension 60ml,  ₹22.18,N/A,Indoco Remedies Ltd,https://www.netmeds.com/prescriptions/febrex-125mg-suspension-60ml,N/A,N/A
1574,FEBRINIL 650mg Tablet 10's,  ₹19.45,Rs. 19.94,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-650mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1575,FEBRINIL Injection 21ml,  ₹82.09,₹ 82.09 ,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-injection-21ml,N/A,N/A
1576,FEBRINIL Injection 3ml,  ₹12.14,₹ 12.14 ,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-injection-3ml,N/A,N/A
1577,Febrinil 125mg Suspension 60ml,  ₹25.31,Rs. 22.18,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-125mg-suspension-60ml,N/A,N/A
1578,FEBRINIL 650 Tablet 15's,  ₹29.90,N/A,Svizera Health care,https://www.netmeds.com/prescriptions/febrinil-650-tablet-15s,*15 Tablet(s) in a Strip,Paracetamol 650 mg
1579,FEBRINIL Drops 30ml,  ₹55.61,N/A,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-drops-30ml,N/A,N/A
1580,FEBRINIL Strawberry Flavour 250 Suspension 60ml,  ₹45.02,N/A,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-250mg-suspension-60ml,N/A,N/A
1581,FELOK 650MG TABLET 15'S,  ₹29.90,N/A,Aurz Pharmaceutical Pvt Ltd,https://www.netmeds.com/prescriptions/felok-650mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1582,Felok Suspension 60ml,  ₹37.50,N/A,Aurz Pharmaceutical Pvt Ltd,https://www.netmeds.com/prescriptions/felok-suspension-60ml,N/A,N/A
1583,Fenace 100mg Infusion 100ml,  ₹250.00,N/A,Invision Medi Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/fenace-100mg-infusion-100ml,N/A,N/A
1584,FEPADOL 125mg Oral Suspension 60ml,  ₹21.50,N/A,UNIVENTIS MEDICARE LTD,https://www.netmeds.com/prescriptions/fepadol-125mg-oral-suspension-60ml,N/A,N/A
1585,FEPADOL 250mg Oral Suspension 60ml,  ₹38.30,N/A,UNIVENTIS MEDICARE LTD,https://www.netmeds.com/prescriptions/fepadol-250mg-oral-suspension-60ml,N/A,N/A
1586,FEPADOL 500mg Tablet 10's,  ₹8.96,N/A,UNIVENTIS MEDICARE LTD,https://www.netmeds.com/prescriptions/fepadol-500mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1587,Fepanil Banana Flavour 120 Oral Suspension 60ml,  ₹36.29,₹ 36.29 ,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-oral-suspension-60ml,N/A,N/A
1588,Fepanil 100mg Banana Flavour Oral Drops 15ml,  ₹30.07,₹ 30.07 ,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-100mg-oral-drops-15ml,N/A,N/A
1589,Fepanil 250 Banana Flavour Suspension 60ml,  ₹40.32,₹ 40.32 ,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-250mg-suspension-60ml,N/A,N/A
1590,Fepanil 500mg Tablet 15'S,  ₹13.44,Rs. 11.09,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-500mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1591,Fepanil 650mg Tablet 15'S,  ₹29.90,Rs. 19.94,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-650mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1592,Fepanil 125mg Suspension 60ml,  ₹19.92,N/A,Citadel Fine Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fepanil-125mg-suspension-60ml,N/A,N/A
1593,FEPANIL 500 BANANA FLAVOUR Suspension 60ml,  ₹47.15,₹ 47.15 ,Veritaz Healthcare Ltd,https://www.netmeds.com/prescriptions/fepanil-500-banana-flavour-oral-suspension-60ml,N/A,N/A
1594,Fevago 100mg Peppermint Flavour Drops 15ml,  ₹30.07,₹ 30.07 ,Cipla Ltd,https://www.netmeds.com/prescriptions/fevago-drops-15ml,N/A,N/A
1595,Fevago DS Peppermint & Strawberry Flavour Suspension 60ml,  ₹40.32,₹ 40.32 ,Cipla Ltd,https://www.netmeds.com/prescriptions/fevago-ds-suspension-60ml,N/A,N/A
1596,FEVANEX 125 STRAWBERRY FLAVOUR Oral Suspension 60ml,  ₹22.18,₹ 22.18 ,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-125-strawberry-flavour-oral-suspension-60ml,N/A,Paracetamol 125 mg
1597,FEVANEX 250 STRAWBERRY AND VANNILA FLAVOUR Oral Suspension 60ml,  ₹40.32,₹ 40.32 ,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-250-strawberry-and-vannila-flavour-oral-suspension-60ml,N/A,N/A
1598,FEVANEX MR 650 Tablet 10's,  ₹22.40,N/A,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-mr-650-tablet-10s,*10 Tablet(s) in a Strip,N/A
1599,FEVANEX RAPID 650 Tablet 10's,  ₹18.76,Rs. 19.94,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-rapid-650-tablet-10s,*10 Tablet(s) in a Strip,N/A
1600,FEVANEX MR 1000 Tablet 10's,  ₹40.70,Rs. 50.00,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-mr-1000-tablet-10s,*10 Tablet(s) in a Strip,N/A
1601,Fevastin Injection 2ml,  ₹16.30,₹ 16.30 ,Tablets India Ltd,https://www.netmeds.com/prescriptions/fevastin-injection-2ml,N/A,N/A
1602,FEVASTIN Infusion 100ml,  ₹298.00,N/A,Tablets India Ltd,https://www.netmeds.com/prescriptions/fevastin-infusion-100ml,N/A,Paracetamol 10 mg
1603,FEVERYL 150 Injection 2ml,  ₹7.24,N/A,Mercury Laboratories Ltd,https://www.netmeds.com/prescriptions/feveryl-150-injection-2ml,N/A,N/A
1604,FEVERYL 150mg Oral drops 15ml,  ₹41.00,N/A,Mercury Laboratories Ltd,https://www.netmeds.com/prescriptions/feveryl-150mg-oral-drops-15ml,N/A,N/A
1605,FEVERYL 250mg Oral suspension 60ml,  ₹40.32,N/A,Mercury Laboratories Ltd,https://www.netmeds.com/prescriptions/feveryl-250mg-oral-suspension-60ml,N/A,N/A
1606,Fevridol 1gm IV Infusion 100ml,  ₹436.10,Rs. 408.00,Zuventus Healthcare Ltd,https://www.netmeds.com/prescriptions/fevridol-1000mg-infusion-100ml,N/A,N/A
1607,FEXENO STRAWBERRY FLAVOUR Suspension 60ml,  ₹40.32,N/A,Narankaa Pharma,https://www.netmeds.com/prescriptions/fexeno-strawberry-flavour-suspension-60ml,N/A,N/A
1608,Fibromet Suspension 60ml,  ₹40.32,N/A,Colinz Laboratories Ltd,https://www.netmeds.com/prescriptions/fibromet-suspension-60ml,N/A,N/A
1609,Fibromet Syrup 60ml,  ₹22.18,N/A,Colinz Laboratories Ltd,https://www.netmeds.com/prescriptions/fibromet-syrup-60ml,N/A,Paracetamol 125 mg
1610,Finamac 1000mg Infusion 100ml,  ₹397.00,Rs. 408.00,Macleods Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/finamac-1000mg-infusion-100ml,N/A,N/A
1611,FLAGAPAR Infusion 100ml,  ₹517.00,N/A,Flagship Biotech International,https://www.netmeds.com/prescriptions/flagapar-infusion-100ml,N/A,N/A
1612,FRUTIMOL Suspension 60ml,  ₹40.32,Rs. 40.32,Race Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/frutimol-suspension-60ml,N/A,N/A
1613,FEBRINIL L Injection 3ml,  ₹20.35,₹ 20.35 ,Maneesh Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/febrinil-l-injection-3ml,N/A,Lignocaine 1 %+Paracetamol 150 mg
1614,FEVAGO 120MG STRAWBERRY & VANILA FLAVOUR Suspension 60ml,  ₹36.29,₹ 36.29 ,Cipla Ltd,https://www.netmeds.com/prescriptions/fevago-120mg-strawberry-vanila-flavour-suspension-60ml,N/A,N/A
1615,FEVANEX IV 1000mg Injection 1's,  ₹363.00,N/A,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fevanex-iv-1000mg-injection-1s,N/A,N/A
1616,F Next Dusting Powder 75gm,  ₹175.00,₹ 175.00 ,Ethinext Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/f-next-dusting-powder-75gm,N/A,N/A
1617,FAZOL 150MG TABLET 1'S,  ₹12.05,Rs. 12.05,West Coast Pharmaceutical Works Ltd,https://www.netmeds.com/prescriptions/fazol-150mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1618,FENTI 600 Capsule 1's,  ₹188.70,₹ 188.70 ,Lincoln Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fenti-600-capsule-1s,*1 Capsule(s) in a Strip,N/A
1619,FENTIDERM Cream 30gm,  ₹250.00,₹ 250.00 ,Canixa Life Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/fentiderm-cream-30gm,N/A,N/A
1620,FENTIGLIV 600 Capsule 1's,  ₹174.00,₹ 174.00 ,La Renon Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/fentigliv-600-capsule-1s,*1 Capsule(s) in a Strip,N/A
1621,FENTIGLIV Cream 30gm,  ₹240.00,₹ 240.00 ,La Renon Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/fentigliv-cream-30gm,N/A,N/A
1622,Fentin Capsule 1'S,  ₹185.00,₹ 185.00 ,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fentin-capsule-1-s,*1 Capsule(s) in a Strip,N/A
1623,FENTISPOR Vaginal Capsule 1's,  ₹150.00,₹ 150.00 ,Klm Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/fentispor-vaginal-capsule-1s,*1 Capsule(s) in a Strip,N/A
1624,FENZA VAGINAL 600mg Capsule 2's,  ₹410.00,₹ 410.00 ,INTEGRACE PVT LTD,https://www.netmeds.com/prescriptions/fenza-600mg-capsule-2s,*2 Capsule(s) in a Strip,N/A
1625,Finlin 250mg Tablet 7'S,  ₹155.20,Rs. 160.00,Lincoln Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/finlin-250mg-tablet-7-s,*7 Tablet(s) in a Strip,N/A
1626,Fintrix 500mg Tablet 7'S,  ₹158.00,Rs. 225.00,Micro Labs Ltd,https://www.netmeds.com/prescriptions/fintrix-500mg-tablet-7-s,*7 Tablet(s) in a Strip,N/A
1627,FIXTRAL SB Capsule 7's,  ₹125.50,Rs. 106.57,Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/fixtral-sb-capsule-7s,*7 Capsule(s) in a Strip,N/A
1628,FLUBIT Tablet 1's,  ₹12.05,Rs. 12.05,Cubit Healthcare,https://www.netmeds.com/prescriptions/flubit-tablet-1s,*1 Tablet(s) in a Strip,N/A
1629,FLUCOS 150 Tablet 6's,  ₹72.31,Rs. 12.05,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-150-tablet-6s,*6 Tablet(s) in a Strip,N/A
1630,FLUCOS 200 Tablet 6's,  ₹104.63,Rs. 46.73,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-200-tablet-6s,*6 Tablet(s) in a Strip,N/A
1631,Flucos 0.5%W/W Gel 15gm,  ₹104.39,₹ 104.39 ,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-0-5-gel-15gm,N/A,N/A
1632,Flucos Dusting Powder 100gm,  ₹154.62,₹ 154.62 ,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-dusting-powder-100gm,N/A,N/A
1633,Flucos Lotion 60ml,  ₹224.90,₹ 224.90 ,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-lotion-60ml,N/A,N/A
1634,Flucos DT 50mg Tablet 4'S,  ₹43.24,₹ 43.24 ,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-dt-50mg-tablet-4-s,*4 Tablet(s) in a Strip,N/A
1635,Flucos Itz 100mg Capsule 10'S,  ₹120.94,Rs. 106.57,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-itz-100mg-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1636,Flucos Itz 200mg Capsule 10'S,  ₹199.00,Rs. 222.33,Eris Oaknet Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flucos-itz-200mg-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1637,FLUCOSYN 150 Tablet 1's,  ₹12.05,Rs. 12.05,Albatross Pharmaceuticals,https://www.netmeds.com/prescriptions/flucosyn-150-tablet-1s,*1 Tablet(s) in a Strip,N/A
1638,FLUCOZOX 150 Capsule 1's,  ₹23.06,Rs. 23.05,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/flucozox-150-capsule-1s,*1 Capsule(s) in a Strip,N/A
1639,FLUCOZOX 0.5% Gel 15gm,  ₹85.00,₹ 85.00 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/flucozox-gel-15gm,N/A,N/A
1640,FLUFUNG 150 Tablet 3's,  ₹36.15,Rs. 12.05,East West Pharma,https://www.netmeds.com/prescriptions/flufung-150-tablet-3s,*3 Tablet(s) in a Strip,N/A
1641,FLUFUNG 400 Tablet 1's,  ₹29.71,Rs. 89.14,East West Pharma,https://www.netmeds.com/prescriptions/flufung-400-tablet-1s,*1 Tablet(s) in a Strip,N/A
1642,Flufung 150mg Tablet 1's,  ₹12.05,Rs. 12.05,East West Pharma,https://www.netmeds.com/prescriptions/flufung-150mg-tablet,*1 Tablet(s) in a Strip,N/A
1643,Flufung 400mg Tablet 3'S,  ₹89.14,Rs. 89.14,East West Pharma,https://www.netmeds.com/prescriptions/flufung-400mg-tablet-3-s,*3 Tablet(s) in a Strip,N/A
1644,Flufung 50mg Tablet 4'S,  ₹35.32,₹ 35.32 ,East West Pharma,https://www.netmeds.com/prescriptions/flufung-50mg-tablet-4-s,*4 Tablet(s) in a Strip,N/A
1645,Fluka 150mg Capsule 1'S,₹8.44,₹12.05,Cipla Ltd,https://www.netmeds.com/prescriptions/fluka-150mg-capsule-1-s,*1 Capsule(s) in a Strip,N/A
1646,Fluka 150mg Tablet 1's,₹8.44,₹12.05,Cipla Ltd,https://www.netmeds.com/prescriptions/fluka-150mg-tablet,*1 Tablet(s) in a Strip,N/A
1647,FLUMET 200mg Tablet 1's,₹15.93,₹22.75,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/flumet-200mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1648,FLUMET 400 Tablet 1's,₹20.79,₹29.70,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/flumet-400-tablet-1s,*1 Tablet(s) in a Strip,N/A
1649,FLUNISE 150mg Tablet 1's,  ₹13.00,Rs. 12.05,Eskon Pharma,https://www.netmeds.com/prescriptions/flunise-150mg-tablet-1s,*1 Tablet(s) in a Strip,N/A
1650,Flutas 150mg Tablet 1'S,  ₹12.05,Rs. 12.05,Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/flutas-150mg-tablet,*1 Tablet(s) in a Strip,N/A
1651,Flutas 400mg Tablet 1'S,  ₹29.71,Rs. 89.14,Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/flutas-400mg-tablet,*1 Tablet(s) in a Strip,N/A
1652,FLUTY 150 Tablet 1's,  ₹12.05,Rs. 12.05,Coxswain Healthcare,https://www.netmeds.com/prescriptions/fluty-150-tablet-1s,*1 Tablet(s) in a Strip,N/A
1653,FLUTY K Soap 75gm,  ₹135.00,Rs. 110.00,Coxswain Healthcare,https://www.netmeds.com/prescriptions/fluty-k-soap-75gm,N/A,N/A
1654,FLUTY LC Cream 10gm,  ₹152.00,Rs. 239.00,Coxswain Healthcare,https://www.netmeds.com/prescriptions/fluty-lc-cream-10gm,7 Tablet(s) in a Strip,N/A
1655,FLUTYCANDY Dusting Powder 75gm,  ₹183.00,₹ 183.00 ,Coxswain Healthcare,https://www.netmeds.com/prescriptions/flutycandy-dusting-powder-75gm,N/A,N/A
1656,Flutycandy 100mg Capsule 4'S,  ₹91.00,Rs. 106.57,Coxswain Healthcare,https://www.netmeds.com/prescriptions/flutycandy-100mg-capsule-4-s,*4 Capsule(s) in a Strip,N/A
1657,Flutycandy 200mg Capsule 4'S,  ₹128.00,Rs. 222.33,Coxswain Healthcare,https://www.netmeds.com/prescriptions/flutycandy-200mg-capsule-4-s,*4 Capsule(s) in a Strip,N/A
1658,FOLE 150 Tablet 2's,  ₹19.74,Rs. 12.05,Unison Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fole-150-tablet-2s,*2 Tablet(s) in a Strip,Fluconazole 150 mg
1659,Fole 100mg Tablet 1'S,  ₹7.22,₹ 7.22 ,Unison Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fole-100mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1660,Fole 150mg Tablet 1'S,  ₹9.87,Rs. 12.05,Unison Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fole-150mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1661,Fole 200mg Tablet 1'S,  ₹13.17,Rs. 46.73,Unison Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fole-200mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1662,Fole 400mg Tablet 1'S,  ₹20.30,Rs. 89.14,Unison Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fole-400mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1663,FORCAN 150 Tablet 4's,  ₹48.20,Rs. 12.05,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-150-tablet-4s,*4 Tablet(s) in a Strip,N/A
1664,Forcan 150mg Tablet 1's,  ₹12.05,Rs. 12.05,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-150mg-tablet,*1 Tablet(s) in a Strip,N/A
1665,Forcan 200mg Tablet 4'S,  ₹78.17,Rs. 46.73,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-200mg-tablet-4-s,*4 Tablet(s) in a Strip,N/A
1666,Forcan 50mg Tablet 4'S,  ₹43.32,₹ 43.32 ,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-50mg-tablet-4-s,*4 Tablet(s) in a Strip,N/A
1667,Forcan Infusion 100ml,  ₹132.29,₹ 132.29 ,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-infusion-100ml,N/A,N/A
1668,Forcan Plus Infusion 200ml,  ₹238.94,₹ 238.94 ,Cipla Ltd,https://www.netmeds.com/prescriptions/forcan-plus-infusion-200ml,N/A,N/A
1669,FRESOCAN 200mg Injection 100ml,  ₹132.34,₹ 132.34 ,Fresenius Kabi India Pvt Ltd,https://www.netmeds.com/prescriptions/fresocan-200mg-injection-100ml,N/A,N/A
1670,FUCAN 150 Tablet 10's,  ₹120.51,Rs. 12.05,RHINE BIOGENICS PVT LTD,https://www.netmeds.com/prescriptions/fucan-150-tablet-10s,*10 Tablet(s) in a Strip,N/A
1671,FUCAN 200 Tablet 2's,  ₹34.88,Rs. 46.73,RHINE BIOGENICS PVT LTD,https://www.netmeds.com/prescriptions/fucan-200-tablet-2s,*2 Tablet(s) in a Strip,N/A
1672,Fumycin 150mg Capsule 1'S,  ₹12.98,Rs. 23.05,Pfizer Ltd,https://www.netmeds.com/prescriptions/fumycin-150mg-capsule,*1 Capsule(s) in a Strip,N/A
1673,FUNGEEHEAL 100mg Capsule 10's,  ₹243.00,Rs. 106.57,Lupin Ltd,https://www.netmeds.com/prescriptions/fungeeheal-100mg-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1674,FUNGEEHEAL 200mg Capsule 10's,  ₹372.20,Rs. 222.33,Lupin Ltd,https://www.netmeds.com/prescriptions/fungeeheal-200mg-capsule-10s,*10 Capsule(s) in a Strip,N/A
1675,FUNGEEHEAL SB 65 Capsule 10's,  ₹140.00,Rs. 142.00,Lupin Ltd,https://www.netmeds.com/prescriptions/fungeeheal-sb-65-capsule-10s,*10 Capsule(s) in a Strip,N/A
1676,Fungicide 200mg Tablet 10'S,  ₹468.00,Rs. 200.20,Torrent Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fungicide-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1677,Fungicip 150mg Tablet 1'S,₹8.44,₹12.05,Cipla Ltd,https://www.netmeds.com/prescriptions/fungicip-150mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1678,Fungicip 200mg Tablet 1'S,₹12.20,₹17.43,Cipla Ltd,https://www.netmeds.com/prescriptions/fungicip-200mg-tablet-1-s,*1 Tablet(s) in a Strip,N/A
1679,FUNGICROS Cream 50gm,  ₹558.00,Rs. 375.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fungicros-cream-50gm,N/A,N/A
1680,FUNGICROS Lotion 30ml,  ₹260.00,₹ 260.00 ,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fungicros-lotion-30ml,N/A,N/A
1681,FUNGICROS Nail Lacquer 2.5ml,  ₹580.00,₹ 580.00 ,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fungicros-nail-lacquer-2-5ml,N/A,N/A
1682,Fungicros Cream 10gm,  ₹199.00,Rs. 375.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fungicros-cream-10gm,N/A,N/A
1683,Fungicros Cream 30gm,  ₹418.00,Rs. 375.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/fungicros-cream-30gm,N/A,N/A
1684,Fungikem 100Mg Capsule 10's,  ₹110.00,Rs. 106.57,Alkem Laboratories Ltd,https://www.netmeds.com/prescriptions/fungikem-100mg-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1685,Fungikem 200mg Capsule 7'S,  ₹154.00,Rs. 222.33,Alkem Laboratories Ltd,https://www.netmeds.com/prescriptions/fungikem-200mg-capsule-7-s,*7 Capsule(s) in a Strip,N/A
1686,Fungirex Gel 30gm,  ₹148.00,₹ 148.00 ,Dermarex Healthcare India Pvt Ltd,https://www.netmeds.com/prescriptions/fungirex-gel-30gm,N/A,N/A
1687,FUNGIS 200 Capsule 10's,  ₹250.00,Rs. 222.33,STALLION LABORATORIES PVT LTD,https://www.netmeds.com/prescriptions/fungis-200-capsule-10s,*10 Capsule(s) in a Strip,N/A
1688,FUNGIZAP 200 Capsule 4's,  ₹120.00,Rs. 222.33,METAMORF LIFESCIENCES,https://www.netmeds.com/prescriptions/fungizap-200-capsule-4s,*4 Capsule(s) in a Strip,N/A
1689,Fungotek 250mg Tablet 7'S,  ₹125.00,Rs. 160.00,FDC Limited,https://www.netmeds.com/prescriptions/fungotek-250mg-tablet-7-s,*7 Tablet(s) in a Strip,N/A
1690,FUNZI IT 100mg Capsule 10's,  ₹164.15,Rs. 106.57,Corona Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/funzi-it-capsule-10s,*10 Capsule(s) in a Strip,N/A
1691,FUNZI IT 200mg Capsule 10's,  ₹230.00,Rs. 222.33,Corona Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/funzi-it-200mg-capsule-10-s,*10 Capsule(s) in a Strip,N/A
